Game,Date,VOD,Game Moddée,Nombre de joueurs,Nombre de loups,Rôle Traître,Rôle Amoureux,Rôles solo,Camp victorieux,Type de victoire,Nombre de journées,Survivants villageois,Survivants loups (traître inclus),Survivants amoureux,Survivants solo,Liste des gagnants,Récolte,Total récolte,Pourcentage de récolte,Liste des joueurs
435,10/07/2025,lien,TRUE,12,1,FALSE,TRUE,Vaudou,Villageois,Tué par zombie,2,5,0,FALSE,Vaudou,"Brybry, RomainJacques, Fukano, Kyria, Bytell, Mathy, ClydeCreator, Flonflon",610,3000,"20,33%","Ponce, Brybry, Arkantors, Khalen, Monodie, RomainJacques, Fukano, Kyria, Bytell, Mathy, ClydeCreator, Flonflon"
436,10/07/2025,lien,TRUE,12,2,TRUE,FALSE,"Idiot du Village, Vaudou",Villageois,Votes,4,3,1,FALSE,,"Brybry, Arkantors, Khalen, Monodie, Fukano, Mathy, ClydeCreator",2385,3000,"79,50%","Ponce, Brybry, Arkantors, Khalen, Monodie, RomainJacques, Fukano, Kyria, Bytell, Mathy, ClydeCreator, Flonflon"
437,10/07/2025,lien,TRUE,12,2,TRUE,FALSE,"Idiot du Village, Vaudou",Loups,Domination,4,2,3,FALSE,,"Ponce, Brybry, Bytell",1060,3000,"35,33%","Ponce, Brybry, Arkantors, Khalen, Monodie, RomainJacques, Fukano, Kyria, Bytell, Mathy, ClydeCreator, Flonflon"
438,10/07/2025,lien,TRUE,12,2,TRUE,FALSE,"Idiot du Village, Vaudou",Idiot du Village,Votes,1,5,2,FALSE,,Mathy,460,3000,"15,33%","Ponce, Brybry, Arkantors, Khalen, Monodie, RomainJacques, Fukano, Kyria, Bytell, Mathy, ClydeCreator, Flonflon"
439,10/07/2025,lien,TRUE,12,2,TRUE,FALSE,"Idiot du Village, Vaudou",Villageois,Votes,4,3,1,FALSE,,"Ponce, Brybry, Khalen, RomainJacques, Kyria, Bytell, ClydeCreator",2105,3000,"70,17%","Ponce, Brybry, Arkantors, Khalen, Monodie, RomainJacques, Fukano, Kyria, Bytell, Mathy, ClydeCreator, Flonflon"
440,10/07/2025,lien,TRUE,12,2,TRUE,FALSE,"Idiot du Village, Vaudou",Villageois,Votes,5,6,0,FALSE,,"Ponce, Arkantors, Khalen, Kyria, Bytell, Mathy, ClydeCreator, Craco",2120,3000,"70,67%","Ponce, Brybry, Arkantors, Khalen, Monodie, RomainJacques, Fukano, Kyria, Bytell, Mathy, ClydeCreator, Craco"
441,10/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Idiot du Village, Espion, Scientifique",Loups,Domination,4,0,2,FALSE,,"Monodie, Fukano, Craco",2240,3000,"74,67%","Ponce, Brybry, Arkantors, Khalen, Monodie, RomainJacques, Fukano, Kyria, Bytell, Mathy, ClydeCreator, Craco, PeoBran, Tovi, Baout"
442,10/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Agent, Scientifique, Vaudou",Villageois,Récolte,5,3,1,FALSE,"Agent, Scientifique","Ponce, Brybry, Monodie, Bytell, Craco, PeoBran, Tovi, Baout",3000,3000,"100,00%","Ponce, Brybry, Arkantors, Khalen, Monodie, Fukano, Kyria, Bytell, Mathy, ClydeCreator, Craco, PeoBran, Tovi, Baout, Kissiffrote"
443,10/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Agent, La Bête",La Bête,Domination,3,0,2,FALSE,La Bête,Arkantors,1905,3000,"63,50%","Ponce, Brybry, Arkantors, Khalen, Monodie, Fukano, Kyria, Bytell, Mathy, ClydeCreator, Craco, PeoBran, Tovi, Baout, Kissiffrote"
444,18/07/2025,lien,TRUE,13,2,FALSE,FALSE,"Scientifique, Vaudou",Villageois,Votes,4,3,0,FALSE,,"Ponce, Khalen, Kao, Monodie, Fukano, DevGirl_, RomainJacques, Arkantors, Pelerine",1905,3000,"63,50%","Ponce, Khalen, Kao, Monodie, Fukano, DevGirl_, Tone, RomainJacques, Arkantors, Flonflon, CHLOE, Anaee, Pelerine"
445,18/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Agent, Vaudou",Villageois,Récolte,5,3,1,FALSE,Agent,"Ponce, Khalen, Kao, Monodie, Fukano, RomainJacques, Flonflon, CHLOE, Bytell",3000,3000,"100,00%","Ponce, Khalen, Kao, Monodie, Fukano, DevGirl_, Tone, RomainJacques, Arkantors, Flonflon, CHLOE, Anaee, Pelerine, Bytell, Tsuna"
446,18/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Scientifique, Chasseur de primes",Loups,Domination,3,2,3,FALSE,,"Khalen, RomainJacques, Bytell",2150,3000,"71,67%","Ponce, Khalen, Kao, Monodie, Fukano, DevGirl_, Tone, RomainJacques, Arkantors, Flonflon, CHLOE, Anaee, Pelerine, Bytell, Tsuna"
447,18/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Scientifique, Vaudou",Villageois,Récolte,4,6,2,FALSE,Vaudou,"Ponce, Khalen, Kao, Fukano, Flonflon, CHLOE, Anaee, Pelerine, Bytell, Tsuna",3000,3000,"100,00%","Ponce, Khalen, Kao, Monodie, Fukano, DevGirl_, Tone, RomainJacques, Arkantors, Flonflon, CHLOE, Anaee, Pelerine, Bytell, Tsuna"
448,18/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Espion, Scientifique",Villageois,Tir du Chasseur,4,3,0,FALSE,"Espion, Scientifique","Ponce, Khalen, Kao, Monodie, Tone, Arkantors, Flonflon, CHLOE, Anaee, Pelerine",2460,3000,"82,00%","Ponce, Khalen, Kao, Monodie, Fukano, DevGirl_, Tone, RomainJacques, Arkantors, Flonflon, CHLOE, Anaee, Pelerine, Bytell, Tsuna"
449,18/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Idiot du Village, Agent",Idiot du Village,Votes,1,9,2,FALSE,Agent,Tone,680,3000,"22,67%","Ponce, Khalen, Kao, Monodie, Fukano, DevGirl_, Tone, RomainJacques, Arkantors, Flonflon, CHLOE, Anaee, Pelerine, Bytell, Tsuna"
450,18/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Agent, Chasseur de primes",Loups,Domination,2,1,3,FALSE,,"Ponce, Kao, Bytell",1165,3000,"38,83%","Ponce, Khalen, Kao, Monodie, Fukano, DevGirl_, Tone, RomainJacques, Arkantors, Flonflon, CHLOE, Anaee, Pelerine, Bytell, Tsuna"
451,18/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Agent, Vaudou",Villageois,Votes,2,7,0,FALSE,Agent,"Ponce, Khalen, Kao, Fukano, DevGirl_, CHLOE, Anaee, Pelerine, Tsuna",1360,3000,"45,33%","Ponce, Khalen, Kao, Monodie, Fukano, DevGirl_, Tone, RomainJacques, Arkantors, Flonflon, CHLOE, Anaee, Pelerine, Bytell, Tsuna"
452,18/07/2025,lien,TRUE,13,2,FALSE,FALSE,"Agent, Scientifique, Chasseur de primes",Loups,Domination,2,1,2,FALSE,,"Anaee, DevGirl_",1020,3000,"34,00%","Ponce, Khalen, Monodie, Fukano, DevGirl_, Tone, RomainJacques, Arkantors, Flonflon, Anaee, Pelerine, Bytell, Tsuna"
453,18/07/2025,lien,TRUE,14,2,FALSE,FALSE,"Idiot du Village, Scientifique, Vaudou",Villageois,Tué par le Shérif,4,5,0,FALSE,"Idiot du Village, Scientifique","Ponce, Khalen, Tone, Arkantors, Flonflon, Pelerine, Bytell, Tsuna, Lutti",1595,2900,"55,00%","Ponce, Khalen, Monodie, Fukano, DevGirl_, Tone, RomainJacques, Arkantors, Flonflon, Anaee, Pelerine, Bytell, Tsuna, Lutti"
454,18/07/2025,lien,TRUE,13,2,FALSE,FALSE,"Espion, Chasseur de primes",Loups,Domination,3,1,1,FALSE,,"Bytell, Pelerine",1230,2800,"43,93%","Ponce, Khalen, Monodie, Fukano, DevGirl_, Tone, Arkantors, Flonflon, Anaee, Pelerine, Bytell, Tsuna, Lutti"
455,18/07/2025,lien,TRUE,13,2,FALSE,FALSE,"Espion, Vaudou",Villageois,Votes,2,3,0,FALSE,,"Ponce, Monodie, Fukano, Tone, Flonflon, Anaee, Bytell, Tsuna, Lutti",880,2800,"31,43%","Ponce, Khalen, Monodie, Fukano, DevGirl_, Tone, Arkantors, Flonflon, Anaee, Pelerine, Bytell, Tsuna, Lutti"
456,18/07/2025,lien,TRUE,12,2,FALSE,FALSE,"Idiot du Village, Scientifique",Loups,Domination,4,1,1,FALSE,,"Fukano, Monodie",1605,2600,"61,73%","Ponce, Khalen, Monodie, Fukano, DevGirl_, Tone, Arkantors, Flonflon, Anaee, Bytell, Tsuna, Lutti"
457,18/07/2025,lien,TRUE,12,2,FALSE,FALSE,"Espion, La Bête",Villageois,Mort de La Bête,3,1,0,FALSE,,"Ponce, Khalen, Monodie, Fukano, Tone, Flonflon, Anaee, Lutti",1345,2600,"51,73%","Ponce, Khalen, Monodie, Fukano, DevGirl_, Tone, Arkantors, Flonflon, Anaee, Bytell, Tsuna, Lutti"
458,22/07/2025,lien,TRUE,15,2,FALSE,FALSE,"Espion, Chasseur de primes",Chasseur de primes,Cibles abattues,4,5,1,FALSE,Chasseur de primes,Lutti,1465,3000,"48,83%","Ponce, Fukano, Khalen, Kao, Monodie, MaMaPaprika, Tone, Craco, Lutti, Tsuna, Mathy, ClydeCreator, Kyria, Tovi, PeoBran"
459,22/07/2025,lien,TRUE,15,2,FALSE,FALSE,"Espion, La Bête",Villageois,Assassinat,3,6,0,FALSE,"Espion, La Bête","Ponce, Khalen, Kao, Monodie, MaMaPaprika, Craco, Tsuna, ClydeCreator, Kyria, Tovi, PeoBran",1655,3000,"55,17%","Ponce, Fukano, Khalen, Kao, Monodie, MaMaPaprika, Tone, Craco, Lutti, Tsuna, Mathy, ClydeCreator, Kyria, Tovi, PeoBran"
460,22/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Scientifique, Vaudou",Scientifique,Etude terminée,2,8,2,FALSE,"Scientifique, Vaudou",Tsuna,1295,3000,"43,17%","Ponce, Fukano, Khalen, Kao, Monodie, MaMaPaprika, Tone, Craco, Lutti, Tsuna, Mathy, ClydeCreator, Kyria, Tovi, PeoBran"
461,22/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Chasseur de primes, Vaudou",Loups,Domination,3,2,2,FALSE,,"Tone, MaMaPaprika, Mathy",1550,3000,"51,67%","Ponce, Fukano, Khalen, Kao, Monodie, MaMaPaprika, Tone, Craco, Lutti, Tsuna, Mathy, ClydeCreator, Kyria, Tovi, PeoBran"
462,22/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Idiot du Village, Chasseur de primes",Loups,Domination,3,2,2,FALSE,,"Khalen, ClydeCreator, PeoBran",1930,3000,"64,33%","Ponce, Fukano, Khalen, Kao, Monodie, MaMaPaprika, Tone, Craco, Lutti, Tsuna, Mathy, ClydeCreator, Kyria, Tovi, PeoBran"
463,22/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Espion, Scientifique",Loups,Domination,2,1,2,FALSE,,"Ponce, Lutti, Mathy",995,3000,"33,17%","Ponce, Fukano, Khalen, Kao, Monodie, MaMaPaprika, Tone, Craco, Lutti, Tsuna, Mathy, ClydeCreator, Kyria, Tovi, PeoBran"
464,22/07/2025,lien,TRUE,15,3,FALSE,FALSE,"Agent, Chasseur de primes",Loups,Domination,2,2,2,FALSE,,"Tone, Mathy, Tsuna",1385,3000,"46,17%","Ponce, Fukano, Khalen, Kao, Monodie, MaMaPaprika, Tone, Craco, Lutti, Tsuna, Mathy, ClydeCreator, Kyria, Tovi, PeoBran"
465,22/07/2025,lien,TRUE,15,2,TRUE,FALSE,"Chasseur de primes, Vaudou",Villageois,Votes,2,4,0,FALSE,,"Ponce, Khalen, Kao, Monodie, MaMaPaprika, Lutti, Tsuna, Mathy, Tovi, PeoBran",1020,3000,"34,00%","Ponce, Fukano, Khalen, Kao, Monodie, MaMaPaprika, Tone, Craco, Lutti, Tsuna, Mathy, ClydeCreator, Kyria, Tovi, PeoBran"
466,22/07/2025,lien,TRUE,15,2,TRUE,FALSE,"Scientifique, La Bête",La Bête,Domination,3,1,1,FALSE,"Scientifique, La Bête",Tone,1555,3000,"51,83%","Ponce, Fukano, Khalen, Kao, Monodie, MaMaPaprika, Tone, Craco, Lutti, Tsuna, Mathy, ClydeCreator, Kyria, Tovi, PeoBran"
467,29/07/2025,lien,TRUE,14,2,TRUE,FALSE,"Idiot du Village, Scientifique",Villageois,Assassinat,4,5,1,FALSE,Idiot du Village,"Tone, Khalen, Wingo, Monodie, CHLOE, Flonflon, RomainJacques, MaMaPaprika, Baout",2150,3000,"71,67%","Ponce, Tone, Khalen, Lutti, Wingo, Monodie, Bytell, CHLOE, Flonflon, RomainJacques, MaMaPaprika, Mathy, Baout, Tsuna"
468,29/07/2025,lien,TRUE,14,2,TRUE,FALSE,"Agent, La Bête",Agent,Votes,4,2,1,FALSE,Agent,Tsuna,2050,3000,"68,33%","Ponce, Tone, Khalen, Lutti, Wingo, Monodie, Bytell, CHLOE, Flonflon, RomainJacques, MaMaPaprika, Mathy, Baout, Tsuna"
469,29/07/2025,lien,TRUE,14,2,TRUE,FALSE,"Scientifique, Chasseur de primes",Loups,Domination,2,2,3,FALSE,Scientifique,"Khalen, MaMaPaprika, Lutti",895,3000,"29,83%","Ponce, Tone, Khalen, Lutti, Wingo, Monodie, Bytell, CHLOE, Flonflon, RomainJacques, MaMaPaprika, Mathy, Baout, Tsuna"
470,29/07/2025,lien,TRUE,15,2,TRUE,FALSE,"Agent, Idiot du Village",Villageois,Votes,2,2,0,FALSE,,"Tone, Khalen, Wingo, Bytell, CHLOE, Flonflon, MaMaPaprika, Mathy, Kyria",1185,3000,"39,50%","Ponce, Tone, Khalen, Lutti, Wingo, Monodie, Bytell, CHLOE, Flonflon, RomainJacques, MaMaPaprika, Mathy, Baout, Tsuna, Kyria"
471,29/07/2025,lien,TRUE,15,2,TRUE,FALSE,"Idiot du Village, Vaudou",Villageois,Votes,4,3,0,FALSE,,"Ponce, Tone, Khalen, Lutti, Monodie, CHLOE, Flonflon, RomainJacques, MaMaPaprika, Mathy",2320,3000,"77,33%","Ponce, Tone, Khalen, Lutti, Wingo, Monodie, Bytell, CHLOE, Flonflon, RomainJacques, MaMaPaprika, Mathy, Baout, Tsuna, Kyria"
472,29/07/2025,lien,TRUE,15,2,TRUE,FALSE,"Espion, Vaudou",Villageois,Tué par zombie,2,8,1,FALSE,"Espion, Vaudou","Ponce, Tone, Lutti, Wingo, Monodie, Bytell, Flonflon, MaMaPaprika, Mathy, Kyria",1165,3000,"38,83%","Ponce, Tone, Khalen, Lutti, Wingo, Monodie, Bytell, CHLOE, Flonflon, RomainJacques, MaMaPaprika, Mathy, Baout, Tsuna, Kyria"
473,29/07/2025,lien,TRUE,15,2,TRUE,FALSE,"Espion, Vaudou",Espion,Espionnage effectué,2,8,3,FALSE,Espion,Tsuna,1145,3000,"38,17%","Ponce, Tone, Khalen, Lutti, Wingo, Monodie, Bytell, CHLOE, Flonflon, RomainJacques, MaMaPaprika, Mathy, Baout, Tsuna, Kyria"
474,29/07/2025,lien,TRUE,15,2,TRUE,FALSE,"Espion, Agent",Villageois,Tir du Chasseur,5,4,0,FALSE,"Espion, Agent","Ponce, Tone, Lutti, Bytell, Flonflon, RomainJacques, MaMaPaprika, Mathy, Kyria",2820,3000,"94,00%","Ponce, Tone, Khalen, Lutti, Wingo, Monodie, Bytell, CHLOE, Flonflon, RomainJacques, MaMaPaprika, Mathy, Baout, Tsuna, Kyria"
475,29/07/2025,lien,TRUE,14,2,TRUE,FALSE,"Chasseur de primes, Idiot du Village",Chasseur de primes,Cibles abattues,2,0,1,FALSE,Chasseur de primes,Khalen,1515,3000,"50,50%","Ponce, Tone, Khalen, Lutti, Wingo, Monodie, Bytell, Flonflon, RomainJacques, MaMaPaprika, Mathy, Baout, Tsuna, Kyria"
476,29/07/2025,lien,TRUE,14,2,TRUE,FALSE,"Idiot du Village, Chasseur de primes",Villageois,Récolte,5,3,2,FALSE,Idiot du Village,"Khalen, Lutti, Wingo, Monodie, Flonflon, MaMaPaprika, Mathy, Tsuna, Kyria",3000,3000,"100,00%","Ponce, Tone, Khalen, Lutti, Wingo, Monodie, Bytell, Flonflon, RomainJacques, MaMaPaprika, Mathy, Baout, Tsuna, Kyria"
477,29/07/2025,lien,TRUE,13,2,FALSE,FALSE,Vaudou,Loups,Votes,4,1,2,FALSE,Vaudou,"Khalen, Baout",1890,3000,"63,00%","Ponce, Tone, Khalen, Lutti, Monodie, Bytell, Flonflon, RomainJacques, MaMaPaprika, Mathy, Baout, Tsuna, Kyria"
478,29/07/2025,lien,TRUE,13,2,FALSE,FALSE,"Agent, La Bête",La Bête,Domination,3,1,0,FALSE,"La Bête, Agent",Baout,1470,3000,"49,00%","Ponce, Tone, Khalen, Lutti, Monodie, Bytell, Flonflon, RomainJacques, MaMaPaprika, Mathy, Baout, Tsuna, Kyria"
479,05/08/2025,lien,TRUE,15,2,FALSE,FALSE,"Agent, Vaudou",Agent,Votes,4,2,1,FALSE,Agent,Khalen,2875,3000,"95,83%","Ponce, Arkantors, Kao, Khalen, Tone, Anaee, Pelerine, Tsuna, Zarcross, Bytell, CHLOE, Mathy, Baout, Flonflon, Craco"
480,05/08/2025,lien,TRUE,15,3,FALSE,FALSE,"Idiot du Village, Espion",Idiot du Village,Votes,3,2,1,FALSE,,Baout,2050,3000,"68,33%","Ponce, Arkantors, Kao, Khalen, Tone, Anaee, Pelerine, Tsuna, Zarcross, Bytell, CHLOE, Mathy, Baout, Flonflon, Craco"
481,05/08/2025,lien,TRUE,15,3,FALSE,FALSE,"Espion, La Bête",Villageois,Mort de La Bête,3,4,0,FALSE,,"Ponce, Arkantors, Kao, Khalen, Tone, Tsuna, CHLOE, Mathy, Baout, Flonflon",2420,3000,"80,67%","Ponce, Arkantors, Kao, Khalen, Tone, Anaee, Pelerine, Tsuna, Zarcross, Bytell, CHLOE, Mathy, Baout, Flonflon, Craco"
482,05/08/2025,lien,TRUE,15,3,FALSE,FALSE,"Agent, La Bête",La Bête,Domination,3,4,0,FALSE,La Bête,Bytell,1770,3000,"59,00%","Ponce, Arkantors, Kao, Khalen, Tone, Anaee, Pelerine, Tsuna, Zarcross, Bytell, CHLOE, Mathy, Baout, Flonflon, Craco"
483,05/08/2025,lien,TRUE,15,3,FALSE,FALSE,"Agent, Chasseur de primes",Loups,Domination,3,2,3,FALSE,Chasseur de primes,"Ponce, Khalen, CHLOE",1135,3000,"37,83%","Ponce, Arkantors, Kao, Khalen, Tone, Anaee, Pelerine, Tsuna, Zarcross, Bytell, CHLOE, Mathy, Baout, Flonflon, Craco"
484,05/08/2025,lien,TRUE,15,2,FALSE,TRUE,Espion,Amoureux,Domination,4,0,2,TRUE,,"Ponce, Arkantors",2525,3000,"84,17%","Ponce, Arkantors, Kao, Khalen, Tone, Anaee, Pelerine, Tsuna, Zarcross, Bytell, CHLOE, Mathy, Baout, Flonflon, Craco"
485,05/08/2025,lien,TRUE,14,2,TRUE,FALSE,"Agent, Vaudou",Villageois,Tir du Chasseur,2, ,1,FALSE,"Agent, Vaudou","Ponce, Khalen, Pelerine, Tsuna, Zarcross, Baout, Flonflon, Craco",695,3000,"23,17%","Ponce, Arkantors, Khalen, Tone, Anaee, Pelerine, Tsuna, Zarcross, Bytell, CHLOE, Mathy, Baout, Flonflon, Craco"
486,05/08/2025,lien,TRUE,14,2,TRUE,FALSE,"Agent, Vaudou",Loups,Votes,4,2,2,FALSE,,"Craco, Flonflon, Khalen",2120,3000,"70,67%","Ponce, Arkantors, Khalen, Tone, Anaee, Pelerine, Tsuna, Zarcross, Bytell, CHLOE, Mathy, Baout, Flonflon, Craco"
487,05/08/2025,lien,TRUE,12,2,FALSE,FALSE,"Idiot du Village, Chasseur de primes",Loups,Domination,3,1,1,FALSE,,"Khalen, Craco",1295,3000,"43,17%","Ponce, Arkantors, Khalen, Tone, Pelerine, Tsuna, Bytell, CHLOE, Mathy, Baout, Flonflon, Craco"
488,05/08/2025,lien,TRUE,10,2,FALSE,FALSE,Vaudou,Villageois,Votes,3,4,0,FALSE,,"Ponce, Arkantors, Tone, Tsuna, Bytell, Mathy, Baout",1090,2200,"49,55%","Ponce, Arkantors, Khalen, Tone, Tsuna, Bytell, Mathy, Baout, Flonflon, Craco"
489,05/08/2025,lien,TRUE,10,2,FALSE,FALSE,La Bête,Loups,Domination,5,1,1,FALSE,,"Tone, Bytell",1555,2200,"70,68%","Ponce, Arkantors, Khalen, Tone, Tsuna, Bytell, Mathy, Baout, Flonflon, Craco"
490,05/08/2025,lien,TRUE,10,2,FALSE,FALSE,Vaudou,Loups,Domination,2,1,2,FALSE,Vaudou,"Arkantors, Flonflon",775,2200,"35,23%","Ponce, Arkantors, Khalen, Tone, Tsuna, Bytell, Mathy, Baout, Flonflon, Craco"
